Year,Brand,Body,Engine Type,Model,Registration,sid
*,*,*,Petrol,Lancer X Sportback,yes,41639
*,*,*,Petrol,Jetta,yes,41640
*,*,*,Petrol,Golf Plus,yes,41641
*,*,*,Diesel,Rav 4,yes,41642
*,*,*,Petrol,Up,yes,41643
*,*,*,Diesel,Corolla,yes,41644
*,*,*,Gas,Avensis,yes,41645
*,*,*,Diesel,Amarok,yes,41646
*,*,*,Petrol,Passat B3,yes,41647
*,*,*,Gas,G 320,yes,41648
*,*,*,Petrol,Auris,yes,41649
*,*,*,Diesel,530,yes,41650
*,*,*,Gas,Jetta,yes,41651
*,*,*,Diesel,Land Cruiser Prado,yes,41652
*,*,*,Petrol,CL 500,yes,41653
*,*,*,Petrol,Corolla,yes,41654
*,*,*,Diesel,Land Cruiser Prado,no,41655
*,*,*,Diesel,X6,yes,41656
*,*,*,Diesel,Master,yes,41657
*,*,*,Gas,Land Cruiser 200,yes,41658
*,*,*,Diesel,Logan,yes,41659
*,*,*,Diesel,Dokker,yes,41660
*,*,*,Gas,540,yes,41661
*,*,*,Other,A8,yes,41662
*,*,*,Diesel,Passat B5,yes,41663
*,*,*,Petrol,ML 320,yes,41664
*,*,*,Other,Kangoo,yes,41665
*,*,*,Petrol,Passat B5,yes,41666
*,*,*,Gas,318,yes,41667
*,*,*,Petrol,Golf VI,yes,41668
*,*,*,Other,Golf VII,yes,41669
*,*,*,Diesel,A 170,no,41670
*,*,*,Diesel,Laguna,no,41671
*,*,*,Petrol,New Beetle,yes,41672
*,*,*,Other,Touareg,yes,41673
*,*,*,Diesel,Galant,yes,41674
*,*,*,Petrol,Pajero,yes,41675
*,*,*,Diesel,Sprinter 319,yes,41676
*,*,*,Petrol,X5,no,41677
*,*,*,Diesel,100,yes,41678
*,*,*,Diesel,Passat B6,yes,41679
*,*,*,Gas,Viano,yes,41680
*,*,*,Petrol,Sharan,yes,41681
*,*,*,Diesel,E-Class,no,41682
*,*,*,Gas,ML 350,yes,41683
*,*,*,Gas,Megane,yes,41684
*,*,*,Other,Prius,yes,41685
*,*,*,Diesel,B 180,yes,41686
*,*,*,Gas,Polo,yes,41687
*,*,*,Diesel,Fluence,yes,41688
*,*,*,Other,90,yes,41689
*,*,*,Diesel,Duster,yes,41690
*,*,*,Gas,190,yes,41691
*,*,*,Petrol,523,no,41692
*,*,*,Diesel,Hiace,yes,41693
*,*,*,Other,745,yes,41694
*,*,*,Gas,S 320,yes,41695
*,*,*,Petrol,CLC 200,yes,41696
*,*,*,Diesel,A4,yes,41697
*,*,*,Diesel,325,yes,41698
*,*,*,Diesel,Sprinter 316,yes,41699
*,*,*,Diesel,Passat CC,yes,41700
*,*,*,Petrol,Scenic,no,41701
*,*,*,Diesel,T4 (Transporter),no,41702
*,*,*,Petrol,A8,yes,41703
*,*,*,Diesel,Vito,no,41704
*,*,*,Diesel,Touareg,no,41705
*,*,*,Petrol,Golf V,yes,41706
*,*,*,Diesel,C-Class,yes,41707
*,*,*,Other,Venza,yes,41708
*,*,*,Petrol,Fortuner,yes,41709
*,*,*,Diesel,LT,yes,41710
*,*,*,Diesel,Pajero Sport,yes,41711
*,*,*,Petrol,530,yes,41712
*,*,*,Diesel,X5,no,41713
*,*,*,Diesel,525,no,41714
*,*,*,Petrol,Symbol,yes,41715
*,*,*,Gas,Lancer X,yes,41716
*,*,*,Gas,320,no,41717
*,*,*,Diesel,A7,yes,41718
*,*,*,Gas,Galant,yes,41719
*,*,*,Gas,535,yes,41720
*,*,*,Other,320,no,41721
*,*,*,Diesel,640,yes,41722
*,*,*,Gas,Yaris,yes,41723
*,*,*,Petrol,CLK 200,no,41724
*,*,*,Gas,X3,yes,41725
*,*,*,Diesel,T4 (Transporter) ,yes,41726
*,*,*,Other,Sprinter 313,yes,41727
*,*,*,Gas,Caddy,yes,41728
*,*,*,Petrol,S 600,yes,41729
*,*,*,Diesel,Pajero Wagon,yes,41730
*,*,*,Petrol,Polo,no,41731
*,*,*,Diesel,GLC-Class,yes,41732
*,*,*,Petrol,Golf IV,yes,41733
*,*,*,Gas,Rav 4,yes,41734
*,*,*,Petrol,Laguna,yes,41735
*,*,*,Petrol,Z3,no,41736
*,*,*,Gas,Highlander,yes,41737
*,*,*,Petrol,735,yes,41738
*,*,*,Petrol,Golf III,yes,41739
*,*,*,Diesel,Espace,no,41740
*,*,*,Gas,Golf II,yes,41741
*,*,*,Petrol,523,yes,41742
*,*,*,Gas,Golf Variant,yes,41743
*,*,*,Other,A4,no,41744
*,*,*,Petrol,630,yes,41745
*,*,*,Petrol,Touran,yes,41746
*,*,*,Other,X5,yes,41747
*,*,*,Gas,Golf IV,yes,41748
*,*,*,Other,Passat B5,yes,41749
*,*,*,Petrol,Q5,yes,41750
*,*,*,Diesel,Sprinter 211,yes,41751
*,*,*,Petrol,Land Cruiser Prado,no,41752
*,*,*,Gas,Tacoma,yes,41753
*,*,*,Gas,A4,yes,41754
*,*,*,Diesel,Espace,yes,41755
*,*,*,Petrol,Touareg,yes,41756
*,*,*,Diesel,530,no,41757
*,*,*,Petrol,328,yes,41758
*,*,*,Diesel,Q3,yes,41759
*,*,*,Petrol,A4,yes,41760
*,*,*,Gas,Phaeton,no,41761
*,*,*,Diesel,A6 Allroad,yes,41762
*,*,*,Petrol,CLK 220,no,41763
*,*,*,Diesel,Sprinter 318,yes,41764
*,*,*,Diesel,Grand Scenic,yes,41765
*,*,*,Other,A6,no,41766
*,*,*,Diesel,C-Class,no,41767
*,*,*,Diesel,Land Cruiser 76,yes,41768
*,*,*,Diesel,ML 280,yes,41769
*,*,*,Gas,TT,yes,41770
*,*,*,Diesel,Phaeton,yes,41771
*,*,*,Gas,745,yes,41772
*,*,*,Diesel,Land Cruiser 80,yes,41773
*,*,*,Petrol,CL 63 AMG,yes,41774
*,*,*,Diesel,S 320,no,41775
*,*,*,Diesel,Megane,no,41776
*,*,*,Other,X6 M,yes,41777
*,*,*,Diesel,T6 (Transporter) ,yes,41778
*,*,*,Petrol,R8,yes,41779
*,*,*,Diesel,GLE-Class,yes,41780
*,*,*,Diesel,A6 Allroad,no,41781
*,*,*,Diesel,Auris,yes,41782
*,*,*,Petrol,116,no,41783
*,*,*,Other,A6,yes,41784
*,*,*,Petrol,M6,yes,41785
*,*,*,Petrol,S 63 AMG,yes,41786
*,*,*,Petrol,Sandero,yes,41787
*,*,*,Petrol,Golf IV,no,41788
*,*,*,Petrol,100,yes,41789
*,*,*,Gas,CLK 320,yes,41790
*,*,*,Other,Megane,yes,41791
*,*,*,Gas,Colt,yes,41792
*,*,*,Diesel,X1,yes,41793
*,*,*,Petrol,SLK 200,yes,41794
*,*,*,Petrol,CLK 280,yes,41795
*,*,*,Petrol,535,yes,41796
*,*,*,Petrol,118,yes,41797
*,*,*,Petrol,ML 63 AMG,yes,41798
*,*,*,Gas,Golf III,yes,41799
*,*,*,Diesel,550,yes,41800
*,*,*,Petrol,Pajero Pinin,yes,41801
*,*,*,Diesel,Scenic,no,41802
*,*,*,Petrol,Land Cruiser Prado,yes,41803
*,*,*,Gas,Outlander XL,yes,41804
*,*,*,Petrol,Bora,yes,41805
*,*,*,Diesel,Touran,yes,41806
*,*,*,Petrol,E-Class,no,41807
*,*,*,Gas,Passat B7,yes,41808
*,*,*,Gas,A6,no,41809
*,*,*,Petrol,750,yes,41810
*,*,*,Diesel,328,yes,41811
*,*,*,Diesel,S 320,yes,41812
*,*,*,Petrol,Outlander,yes,41813
*,*,*,Diesel,80,no,41814
*,*,*,Diesel,GLK 220,yes,41815
*,*,*,Diesel,Golf VI,yes,41816
*,*,*,Diesel,ML 250,yes,41817
*,*,*,Petrol,IQ,yes,41818
*,*,*,Diesel,A4,no,41819
*,*,*,Petrol,Celica,yes,41820
*,*,*,Petrol,S 280,yes,41821
*,*,*,Diesel,5 Series GT,yes,41822
*,*,*,Petrol,5 Series GT,yes,41823
*,*,*,Diesel,740,yes,41824
*,*,*,Petrol,Yaris,yes,41825
*,*,*,Diesel,190,yes,41826
*,*,*,Diesel,ML 320,yes,41827
*,*,*,Gas,S4,yes,41828
*,*,*,Petrol,CLK 430,no,41829
*,*,*,Diesel,X5 M,yes,41830
*,*,*,Petrol,A1,yes,41831
*,*,*,Petrol,730,yes,41832
*,*,*,Diesel,300,yes,41833
*,*,*,Other,Passat B7,yes,41834
*,*,*,Diesel,Sharan,yes,41835
*,*,*,Gas,Kangoo,yes,41836
*,*,*,Petrol,1 Series,yes,41837
*,*,*,Other,Bora,yes,41838
*,*,*,Gas,Grandis,yes,41839
*,*,*,Gas,Caddy,no,41840
*,*,*,Petrol,Tundra,yes,41841
*,*,*,Gas,G 500,yes,41842
*,*,*,Petrol,T5 (Transporter),yes,41843
*,*,*,Diesel,X3,no,41844
*,*,*,Petrol,A3,yes,41845
*,*,*,Gas,Passat B5,yes,41846
*,*,*,Diesel,ML 350,yes,41847
*,*,*,Diesel,Golf III,no,41848
*,*,*,Petrol,Q3,yes,41849
*,*,*,Diesel,Laguna,yes,41850
*,*,*,Diesel,Q5,yes,41851
*,*,*,Other,730,no,41852
*,*,*,Gas,Venza,yes,41853
*,*,*,Petrol,GL 450,yes,41854
*,*,*,Gas,Logan,yes,41855
*,*,*,Other,Jetta,yes,41856
*,*,*,Diesel,Sandero,yes,41857
*,*,*,Petrol,S 400,yes,41858
*,*,*,Gas,Auris,yes,41859
*,*,*,Petrol,ML 350,yes,41860
*,*,*,Other,Vito,yes,41861
*,*,*,Petrol,550,yes,41862
*,*,*,Petrol,ASX,yes,41863
*,*,*,Diesel,CLS 350,yes,41864
*,*,*,Other,Sienna,yes,41865
*,*,*,Diesel,B 200,no,41866
*,*,*,Petrol,Vento,yes,41867
*,*,*,Petrol,520,no,41868
*,*,*,Other,S 400,yes,41869
*,*,*,Diesel,Touran,no,41870
*,*,*,Petrol,323,yes,41871
*,*,*,Petrol,740,yes,41872
*,*,*,Gas,FJ Cruiser,yes,41873
*,*,*,Diesel,524,yes,41874
*,*,*,Petrol,645,yes,41875
*,*,*,Gas,735,yes,41876
*,*,*,Gas,A8,yes,41877
*,*,*,Petrol,Passat B2,yes,41878
*,*,*,Petrol,Pajero Sport,yes,41879
*,*,*,Gas,Vento,yes,41880
*,*,*,Diesel,A8,no,41881
*,*,*,Diesel,320,yes,41882
*,*,*,Diesel,T6 (Transporter),yes,41883
*,*,*,Petrol,A 140,yes,41884
*,*,*,Diesel,Tiguan,yes,41885
*,*,*,Petrol,528,no,41886
*,*,*,Other,Passat B5,no,41887
*,*,*,Gas,Touareg,yes,41888
*,*,*,Petrol,Latitude,yes,41889
*,*,*,Other,CLS 350,yes,41890
*,*,*,Gas,Passat B7,no,41891
*,*,*,Other,318,yes,41892
*,*,*,Diesel,Golf Variant,yes,41893
*,*,*,Petrol,A 140,no,41894
*,*,*,Petrol,Space Star,yes,41895
*,*,*,Diesel,Passat B8,yes,41896
*,*,*,Other,520,yes,41897
*,*,*,Gas,230,yes,41898
*,*,*,Diesel,Sprinter 313,yes,41899
*,*,*,Other,A7,yes,41900
*,*,*,Gas,Previa,yes,41901
*,*,*,Diesel,Golf III,yes,41902
*,*,*,Petrol,G 500,yes,41903
*,*,*,Gas,Fluence,yes,41904
*,*,*,Gas,A4,no,41905
*,*,*,Diesel,Beetle,no,41906
*,*,*,Diesel,Pajero,no,41907
*,*,*,Diesel,Sprinter 311,yes,41908
*,*,*,Petrol,540,yes,41909
*,*,*,Petrol,320,no,41910
*,*,*,Petrol,A 160,no,41911
*,*,*,Petrol,Lancer,no,41912
*,*,*,Petrol,Carisma,yes,41913
*,*,*,Other,Passat B7,no,41914
*,*,*,Petrol,Eclipse,yes,41915
*,*,*,Other,L 200,no,41916
*,*,*,Petrol,Caddy,yes,41917
*,*,*,Diesel,A5,yes,41918
*,*,*,Gas,A4 Allroad,yes,41919
*,*,*,Diesel,Land Cruiser 100,yes,41920
*,*,*,Other,B-Class Electric Drive,yes,41921
*,*,*,Gas,Carina,yes,41922
*,*,*,Petrol,330,yes,41923
*,*,*,Diesel,Passat B4,yes,41924
*,*,*,Other,Camry,yes,41925
*,*,*,Petrol,S 55,no,41926
*,*,*,Other,525,no,41927
*,*,*,Gas,80,no,41928
*,*,*,Diesel,T3 (Transporter),yes,41929
*,*,*,Diesel,330,yes,41930
*,*,*,Gas,318,no,41931
*,*,*,Petrol,325,yes,41932
*,*,*,Other,T5 (Transporter),yes,41933
*,*,*,Diesel,Polo,no,41934
*,*,*,Petrol,Vista,yes,41935
*,*,*,Gas,Passat B3,yes,41936
*,*,*,Gas,CL 500,yes,41937
*,*,*,Petrol,Passat B4,yes,41938
*,*,*,Diesel,ML 270,no,41939
*,*,*,Diesel,G 350,yes,41940
*,*,*,Petrol,Laguna,no,41941
*,*,*,Diesel,Koleos,yes,41942
*,*,*,Petrol,X3,yes,41943
*,*,*,Other,Passat B6,yes,41944
*,*,*,Petrol,Sienna,yes,41945
*,*,*,Petrol,S 350,no,41946
*,*,*,Petrol,S-Guard,yes,41947
*,*,*,Petrol,Golf VII,yes,41948
*,*,*,Gas,S 350,yes,41949
*,*,*,Other,E-Class,yes,41950
*,*,*,Petrol,190,yes,41951
*,*,*,Petrol,Fluence,yes,41952
*,*,*,Gas,25,yes,41953
*,*,*,Diesel,535,yes,41954
*,*,*,Petrol,21,yes,41955
*,*,*,Petrol,Passat B8,yes,41956
*,*,*,Petrol,316,no,41957
*,*,*,Diesel,Viano,yes,41958
*,*,*,Petrol,Carina,yes,41959
*,*,*,Diesel,Sprinter 312,no,41960
*,*,*,Petrol,S5,yes,41961
*,*,*,Petrol,5,yes,41962
*,*,*,Petrol,GL 550,yes,41963
*,*,*,Gas,ASX,yes,41964
*,*,*,Diesel,X3,yes,41965
*,*,*,Gas,B 170,yes,41966
*,*,*,Petrol,Land Cruiser 200,yes,41967
*,*,*,Other,C-Class,yes,41968
*,*,*,Petrol,Clio,yes,41969
*,*,*,Gas,9,yes,41970
*,*,*,Petrol,CLK 320,yes,41971
*,*,*,Diesel,GL 420,yes,41972
*,*,*,Diesel,Sprinter 310,yes,41973
*,*,*,Gas,G 55 AMG,yes,41974
*,*,*,Other,Lancer,yes,41975
*,*,*,Other,Auris,yes,41976
*,*,*,Diesel,A 180,yes,41977
*,*,*,Gas,A3,yes,41978
*,*,*,Gas,528,yes,41979
*,*,*,Petrol,Eos,yes,41980
*,*,*,Gas,Q7,yes,41981
*,*,*,Diesel,Golf II,yes,41982
*,*,*,Petrol,335,yes,41983
*,*,*,Other,Yaris,yes,41984
*,*,*,Other,535,yes,41985
*,*,*,Diesel,Kangoo,no,41986
*,*,*,Other,Trafic,yes,41987
*,*,*,Other,Avensis,yes,41988
*,*,*,Gas,Avalon,yes,41989
*,*,*,Petrol,G 63 AMG,yes,41990
*,*,*,Diesel,Golf VII,yes,41991
*,*,*,Gas,530,yes,41992
*,*,*,Petrol,S8,yes,41993
*,*,*,Gas,80,yes,41994
*,*,*,Petrol,Modus,yes,41995
*,*,*,Gas,Land Cruiser 80,yes,41996
*,*,*,Diesel,R 320,yes,41997
*,*,*,Gas,CLS 350,no,41998
*,*,*,Petrol,Alpina,yes,41999
*,*,*,Petrol,Galant,no,42000
*,*,*,Petrol,GLE-Class,yes,42001
*,*,*,Petrol,Aygo,yes,42002
*,*,*,Petrol,Beetle,yes,42003
*,*,*,Petrol,GL 500,yes,42004
*,*,*,Gas,S 140,yes,42005
*,*,*,Gas,316,yes,42006
*,*,*,Diesel,Sprinter,no,42007
*,*,*,Other,Master,yes,42008
*,*,*,Petrol,316,yes,42009
*,*,*,Petrol,Cross Touran,yes,42010
*,*,*,Gas,Matrix,yes,42011
*,*,*,Diesel,210,no,42012
*,*,*,Gas,S 280,yes,42013
*,*,*,Gas,Tundra,yes,42014
*,*,*,Petrol,A7,yes,42015
*,*,*,Other,A4,yes,42016
*,*,*,Petrol,S 140,yes,42017
*,*,*,Gas,Golf Plus,yes,42018
*,*,*,Gas,ML 430,yes,42019
*,*,*,Other,T5 (Transporter) ,yes,42020
*,*,*,Gas,5 Series,yes,42021
*,*,*,Gas,Symbol,yes,42022
*,*,*,Diesel,Pajero,yes,42023
*,*,*,Petrol,Space Star,no,42024
*,*,*,Petrol,S 65 AMG,yes,42025
*,*,*,Petrol,S4,yes,42026
*,*,*,Other,Golf IV,yes,42027
*,*,*,Other,Clio,yes,42028
*,*,*,Petrol,80,no,42029
*,*,*,Gas,Virage,yes,42030
*,*,*,Diesel,330,no,42031
*,*,*,Petrol,Land Cruiser 105,yes,42032
*,*,*,Diesel,Sprinter 208,yes,42033
*,*,*,Petrol,CLS 400,yes,42034
*,*,*,Diesel,250,yes,42035
*,*,*,Gas,S 430,yes,42036
*,*,*,Petrol,CLK 230,yes,42037
*,*,*,Petrol,535,no,42038
*,*,*,Other,CL 500,yes,42039
*,*,*,Petrol,116,yes,42040
*,*,*,Diesel,220,no,42041
*,*,*,Gas,Touran,yes,42042
*,*,*,Gas,Space Wagon,yes,42043
*,*,*,Petrol,GLS 400,yes,42044
*,*,*,Diesel,200,no,42045
*,*,*,Petrol,Koleos,yes,42046
*,*,*,Diesel,Symbol,yes,42047
*,*,*,Other,Viano,yes,42048
*,*,*,Gas,G 63 AMG,yes,42049
*,*,*,Gas,C-Class,yes,42050
*,*,*,Petrol,Vento,no,42051
*,*,*,Diesel,Lancer,yes,42052
*,*,*,Other,Caddy,yes,42053
*,*,*,Gas,S8,yes,42054
*,*,*,Petrol,CL 550,yes,42055
*,*,*,Petrol,Smart,yes,42056
*,*,*,Gas,316,no,42057
*,*,*,Gas,328,yes,42058
*,*,*,Diesel,Passat B7,no,42059
*,*,*,Other,SL 500 (550),yes,42060
*,*,*,Petrol,Tacoma,yes,42061
*,*,*,Petrol,CLK 200,yes,42062
*,*,*,Diesel,B 200,yes,42063
*,*,*,Gas,645,yes,42064
*,*,*,Diesel,Sprinter 210,yes,42065
*,*,*,Gas,ML 320,yes,42066
*,*,*,Gas,750,yes,42067
*,*,*,Gas,S 320,no,42068
*,*,*,Diesel,S 300,yes,42069
*,*,*,Gas,Golf V,yes,42070
*,*,*,Diesel,MB,yes,42071
*,*,*,Petrol,CLS 500,yes,42072
*,*,*,Petrol,CL 55 AMG,yes,42073
*,*,*,Petrol,Golf Variant,yes,42074
*,*,*,Other,Pajero Sport,yes,42075
*,*,*,Gas,Multivan,yes,42076
*,*,*,Diesel,X6 M,yes,42077
*,*,*,Diesel,S 250,yes,42078
*,*,*,Diesel,Passat B3,yes,42079
*,*,*,Gas,740,yes,42080
*,*,*,Gas,Passat B6,yes,42081
*,*,*,Petrol,SLK 350,yes,42082
*,*,*,Diesel,Sprinter 213,yes,42083
*,*,*,Petrol,Megane,no,42084
*,*,*,Diesel,A5,no,42085
*,*,*,Petrol,Lupo,yes,42086
*,*,*,Petrol,200,yes,42087
*,*,*,Diesel,80,yes,42088
*,*,*,Diesel,S 400,no,42089
*,*,*,Gas,Carisma,yes,42090
*,*,*,Petrol,S 320,yes,42091
*,*,*,Gas,Laguna,yes,42092
*,*,*,Other,C-Class,no,42093
*,*,*,Diesel,ML 400,no,42094
*,*,*,Gas,Mark II,yes,42095
*,*,*,Gas,Passat B2,yes,42096
*,*,*,Petrol,Touran,no,42097
*,*,*,Diesel,Passat B2,yes,42098
*,*,*,Other,Caravelle,no,42099
*,*,*,Diesel,X6,no,42100
*,*,*,Gas,Scenic,yes,42101
*,*,*,Petrol,640,yes,42102
*,*,*,Petrol,Lancer Evolution,yes,42103
*,*,*,Gas,CL 180,no,42104
*,*,*,Petrol,CLS 63 AMG,yes,42105
*,*,*,Diesel,Golf V,yes,42106
*,*,*,Petrol,Grandis,yes,42107
*,*,*,Diesel,Yaris,yes,42108
*,*,*,Petrol,Corolla Verso,yes,42109
*,*,*,Diesel,CLA-Class,yes,42110
*,*,*,Diesel,4 Series Gran Coupe,yes,42111
*,*,*,Petrol,120,yes,42112
*,*,*,Petrol,428,yes,42113
*,*,*,Gas,GLK 300,yes,42114
*,*,*,Diesel,Sharan,no,42115
*,*,*,Gas,Bora,yes,42116
*,*,*,Other,80,yes,42117
*,*,*,Other,530,yes,42118
*,*,*,Other,Laguna,yes,42119
*,*,*,Other,L 200,yes,42120
*,*,*,Petrol,Pointer,yes,42121
*,*,*,Petrol,Captur,yes,42122
*,*,*,Petrol,M5,no,42123
*,*,*,Gas,ML 320,no,42124
*,*,*,Petrol,230,yes,42125
*,*,*,Petrol,760,yes,42126
*,*,*,Petrol,B 200,yes,42127
*,*,*,Other,GLS 350,yes,42128
*,*,*,Diesel,Sandero StepWay,yes,42129
*,*,*,Petrol,Passat B6,no,42130
*,*,*,Petrol,745,yes,42131
*,*,*,Other,Corolla,yes,42132
*,*,*,Diesel,CLA 220,yes,42133
*,*,*,Petrol,Passat B5,no,42134
*,*,*,Diesel,Captur,yes,42135
*,*,*,Diesel,Q7,no,42136
*,*,*,Petrol,A3,no,42137
*,*,*,Other,A 170,no,42138
*,*,*,Diesel,L 400,yes,42139
*,*,*,Petrol,545,yes,42140
*,*,*,Other,Land Cruiser Prado,yes,42141
*,*,*,Diesel,Eos,yes,42142
*,*,*,Petrol,728,yes,42143
*,*,*,Petrol,ML 550,yes,42144
*,*,*,Petrol,CLC 180,yes,42145
*,*,*,Petrol,Passat B4,no,42146
*,*,*,Gas,Passat B4,no,42147
*,*,*,Petrol,Carisma,no,42148
*,*,*,Gas,Passat B5,no,42149
*,*,*,Gas,ML 500,yes,42150
*,*,*,Other,325,yes,42151
*,*,*,Other,Land Cruiser 200,yes,42152
*,*,*,Diesel,Golf IV,yes,42153
*,*,*,Diesel,220,yes,42154
*,*,*,Gas,Phaeton,yes,42155
*,*,*,Petrol,525,no,42156
*,*,*,Gas,Aygo,yes,42157
*,*,*,Other,520,no,42158
*,*,*,Diesel,210,yes,42159
*,*,*,Gas,CLS 350,yes,42160
*,*,*,Petrol,C-Class,no,42161
*,*,*,Diesel,Rav 4,no,42162
*,*,*,Diesel,ML 250,no,42163
*,*,*,Diesel,Caravelle,no,42164
*,*,*,Petrol,CLK 320,no,42165
*,*,*,Petrol,25,yes,42166
*,*,*,Diesel,324,yes,42167
*,*,*,Gas,528,no,42168
*,*,*,Gas,S 420,yes,42169
*,*,*,Diesel,T2 (Transporter),yes,42170
*,*,*,Diesel,S 140,yes,42171
*,*,*,Petrol,CLK 230,no,42172
*,*,*,Other,6 Series Gran Coupe,yes,42173
*,*,*,Diesel,Golf VI,no,42174
*,*,*,Other,750,yes,42175
*,*,*,Petrol,SL 55 AMG,yes,42176
*,*,*,Diesel,ML 400,yes,42177
*,*,*,Petrol,650,yes,42178
*,*,*,Diesel,Pajero Wagon,no,42179
*,*,*,Petrol,Sprinter 324,yes,42180
*,*,*,Other,S 550,yes,42181
*,*,*,Gas,Lite Ace,yes,42182
*,*,*,Diesel,118,no,42183
*,*,*,Diesel,Avensis,no,42184
*,*,*,Petrol,4Runner,yes,42185
*,*,*,Petrol,X6,no,42186
*,*,*,Gas,Sequoia,yes,42187
*,*,*,Petrol,ML 500,yes,42188
*,*,*,Gas,11,yes,42189
*,*,*,Gas,E-Class,no,42190
*,*,*,Diesel,Sprinter 315,yes,42191
*,*,*,Petrol,A8,no,42192
*,*,*,Petrol,Q7,no,42193
*,*,*,Other,X6,yes,42194
*,*,*,Other,X5 M,yes,42195
*,*,*,Other,Jetta,no,42196
*,*,*,Other,630,yes,42197
*,*,*,Petrol,210,yes,42198
*,*,*,Diesel,Syncro,yes,42199
*,*,*,Gas,Sharan,yes,42200
*,*,*,Petrol,730,no,42201
*,*,*,Petrol,Passat B7,no,42202
*,*,*,Diesel,T5 (Transporter),no,42203
*,*,*,Petrol,Jetta,no,42204
*,*,*,Gas,Scion,yes,42205
*,*,*,Diesel,520,no,42206
*,*,*,Gas,S 550,yes,42207
*,*,*,Other,Golf II,yes,42208
1991,*,*,Petrol,320,yes,42209
1999,*,*,Diesel,Sprinter 212,yes,42210
2003,*,*,Gas,S 500,yes,42211
2007,*,*,Petrol,Q7,yes,42212
2011,*,*,Petrol,Rav 4,yes,42213
2016,*,*,Petrol,GLS 63,yes,42214
1997,*,*,Gas,320,yes,42215
2006,*,*,Diesel,A6,yes,42216
2012,*,*,Diesel,Megane,yes,42217
1999,*,*,Gas,Golf IV,no,42218
2011,*,*,Diesel,Megane,yes,42219
1994,*,*,Petrol,19,yes,42220
2003,*,*,Gas,A6 Allroad,yes,42221
2008,*,*,Petrol,Passat B6,yes,42222
2001,*,*,Gas,Land Cruiser 100,yes,42223
2012,*,*,Diesel,Clio,yes,42224
2001,*,*,Petrol,318,no,42225
2007,*,*,Diesel,Vito,yes,42226
2013,*,*,Petrol,Rav 4,yes,42227
1998,*,*,Diesel,A6,no,42228
2016,*,*,Diesel,Hilux,yes,42229
2006,*,*,Diesel,Polo,yes,42230
1998,*,*,Gas,A6,yes,42231
2006,*,*,Gas,Outlander,yes,42232
2008,*,*,Diesel,A8,yes,42233
2008,*,*,Diesel,Touareg,yes,42234
1999,*,*,Petrol,A6,yes,42235
2011,*,*,Other,Vito,no,42236
2010,*,*,Petrol,Colt,yes,42237
2016,*,*,Petrol,GLS 500,yes,42238
1989,*,*,Gas,100,yes,42239
2007,*,*,Petrol,Z4,yes,42240
2008,*,*,Gas,Pajero Wagon,yes,42241
2008,*,*,Gas,X5,yes,42242
2009,*,*,Diesel,Caddy,yes,42243
2006,*,*,Gas,Camry,yes,42244
1996,*,*,Petrol,528,yes,42245
2016,*,*,Diesel,X5,yes,42246
2014,*,*,Petrol,TT,yes,42247
2000,*,*,Petrol,A4,no,42248
2004,*,*,Diesel,Vito,yes,42249
2009,*,*,Petrol,G 55 AMG,yes,42250
1998,*,*,Petrol,528,yes,42251
2006,*,*,Diesel,Vito,yes,42252
2008,*,*,Petrol,Camry,yes,42253
2012,*,*,Petrol,X6,yes,42254
1987,*,*,Petrol,Galant,yes,42255
1990,*,*,Petrol,525,yes,42256
2008,*,*,Petrol,S 500,yes,42257
2007,*,*,Diesel,E-Class,yes,42258
2014,*,*,Diesel,Kangoo,yes,42259
2008,*,*,Other,ML 350,yes,42260
2001,*,*,Petrol,S 500,yes,42261
2008,*,*,Diesel,Vito,yes,42262
2016,*,*,Diesel,GLS 350,yes,42263
2005,*,*,Gas,Camry,yes,42264
2006,*,*,Diesel,Passat B6,no,42265
2007,*,*,Petrol,X5,yes,42266
2010,*,*,Diesel,730,yes,42267
1995,*,*,Petrol,318,yes,42268
2002,*,*,Diesel,Trafic,yes,42269
2015,*,*,Petrol,X5 M,yes,42270
1995,*,*,Petrol,318,no,42271
2006,*,*,Petrol,S 350,yes,42272
2008,*,*,Diesel,Trafic,yes,42273
2005,*,*,Diesel,Vito,yes,42274
2015,*,*,Petrol,A6 Allroad,yes,42275
2007,*,*,Petrol,Lancer,yes,42276
2003,*,*,Diesel,A6,no,42277
1999,*,*,Diesel,A6,no,42278
2000,*,*,Diesel,E-Class,yes,42279
2008,*,*,Petrol,Scenic,yes,42280
2011,*,*,Gas,E-Class,yes,42281
2006,*,*,Petrol,330,no,42282
2006,*,*,Petrol,E-Class,yes,42283
2001,*,*,Diesel,Passat B5,no,42284
2012,*,*,Diesel,Caddy,yes,42285
2004,*,*,Diesel,A3,no,42286
2003,*,*,Gas,Land Cruiser Prado,yes,42287
2012,*,*,Diesel,E-Class,yes,42288
2007,*,*,Gas,Lancer,yes,42289
2002,*,*,Diesel,Caravelle,yes,42290
2014,*,*,Petrol,Polo,yes,42291
1999,*,*,Gas,525,yes,42292
2009,*,*,Diesel,Kangoo,yes,42293
2004,*,*,Diesel,Megane,yes,42294
2006,*,*,Diesel,A8,yes,42295
2009,*,*,Petrol,Avensis,yes,42296
2007,*,*,Diesel,GL 320,yes,42297
