Year,Brand,Body,Engine Type,Model,Registration,sid
*,*,other,*,Passat B6,yes,36378
*,*,van,*,Viano,yes,36379
*,*,van,*,Sharan,yes,36380
*,*,sedan,*,E-Class,no,36381
*,*,vagon,*,Golf VI,yes,36382
*,*,hatch,*,Prius,yes,36383
*,*,van,*,B 180,yes,36384
*,*,sedan,*,Fluence,yes,36385
*,*,sedan,*,90,yes,36386
*,*,crossover,*,Duster,yes,36387
*,*,sedan,*,190,yes,36388
*,*,sedan,*,523,no,36389
*,*,van,*,Hiace,yes,36390
*,*,sedan,*,745,yes,36391
*,*,sedan,*,S 320,yes,36392
*,*,other,*,CLC 200,yes,36393
*,*,vagon,*,Q7,yes,36394
*,*,vagon,*,A4,yes,36395
*,*,sedan,*,325,yes,36396
*,*,other,*,Sprinter 316,yes,36397
*,*,other,*,Scenic,no,36398
*,*,van,*,T4 (Transporter),no,36399
*,*,van,*,Vito,no,36400
*,*,crossover,*,Touareg,no,36401
*,*,hatch,*,Golf V,yes,36402
*,*,crossover,*,Fortuner,yes,36403
*,*,other,*,LT,yes,36404
*,*,vagon,*,Passat B6,yes,36405
*,*,other,*,Passat B7,yes,36406
*,*,sedan,*,525,no,36407
*,*,vagon,*,E-Class,yes,36408
*,*,sedan,*,Symbol,yes,36409
*,*,sedan,*,A7,yes,36410
*,*,hatch,*,Galant,yes,36411
*,*,sedan,*,Colt,yes,36412
*,*,sedan,*,535,yes,36413
*,*,sedan,*,640,yes,36414
*,*,hatch,*,Yaris,yes,36415
*,*,other,*,CLK 200,no,36416
*,*,other,*,Vito,yes,36417
*,*,crossover,*,X3,yes,36418
*,*,vagon,*,Corolla,yes,36419
*,*,sedan,*,T4 (Transporter) ,yes,36420
*,*,other,*,Sprinter 313,yes,36421
*,*,sedan,*,S 600,yes,36422
*,*,hatch,*,Polo,no,36423
*,*,crossover,*,GLC-Class,yes,36424
*,*,hatch,*,Golf IV,yes,36425
*,*,vagon,*,Logan,yes,36426
*,*,vagon,*,Laguna,yes,36427
*,*,other,*,Z3,no,36428
*,*,sedan,*,735,yes,36429
*,*,vagon,*,Golf III,yes,36430
*,*,van,*,Espace,no,36431
*,*,hatch,*,Golf II,yes,36432
*,*,sedan,*,523,yes,36433
*,*,vagon,*,Golf Variant,yes,36434
*,*,other,*,630,yes,36435
*,*,other,*,X6,yes,36436
*,*,van,*,Touran,yes,36437
*,*,crossover,*,Q5,yes,36438
*,*,other,*,Master,yes,36439
*,*,van,*,Sprinter 211,yes,36440
*,*,other,*,Tacoma,yes,36441
*,*,sedan,*,A4,yes,36442
*,*,hatch,*,Golf III,yes,36443
*,*,van,*,Espace,yes,36444
*,*,sedan,*,530,no,36445
*,*,sedan,*,328,yes,36446
*,*,vagon,*,Q3,yes,36447
*,*,sedan,*,Phaeton,no,36448
*,*,other,*,523,yes,36449
*,*,other,*,CLK 220,no,36450
*,*,van,*,Sprinter 318,yes,36451
*,*,vagon,*,Grand Scenic,yes,36452
*,*,crossover,*,Sprinter 212,yes,36453
*,*,crossover,*,Hilux,yes,36454
*,*,vagon,*,C-Class,no,36455
*,*,crossover,*,Land Cruiser 76,yes,36456
*,*,crossover,*,ML 280,yes,36457
*,*,other,*,Colt,yes,36458
*,*,sedan,*,Phaeton,yes,36459
*,*,crossover,*,Land Cruiser 80,yes,36460
*,*,other,*,CL 63 AMG,yes,36461
*,*,sedan,*,S 320,no,36462
*,*,vagon,*,Megane,no,36463
*,*,other,*,T6 (Transporter) ,yes,36464
*,*,other,*,R8,yes,36465
*,*,crossover,*,GLE-Class,yes,36466
*,*,vagon,*,A6 Allroad,no,36467
*,*,hatch,*,116,no,36468
*,*,other,*,M6,yes,36469
*,*,sedan,*,S 63 AMG,yes,36470
*,*,hatch,*,Sandero,yes,36471
*,*,vagon,*,Golf IV,no,36472
*,*,hatch,*,A6,yes,36473
*,*,other,*,CLK 320,yes,36474
*,*,other,*,Passat CC,yes,36475
*,*,other,*,SLK 200,yes,36476
*,*,other,*,CLK 280,yes,36477
*,*,other,*,Touareg,yes,36478
*,*,other,*,Land Cruiser Prado,yes,36479
*,*,hatch,*,118,yes,36480
*,*,crossover,*,ML 63 AMG,yes,36481
*,*,vagon,*,320,no,36482
*,*,sedan,*,Laguna,no,36483
*,*,sedan,*,550,yes,36484
*,*,vagon,*,Clio,yes,36485
*,*,other,*,Pajero Pinin,yes,36486
*,*,van,*,Scenic,no,36487
*,*,vagon,*,525,no,36488
*,*,sedan,*,Bora,yes,36489
*,*,vagon,*,328,yes,36490
*,*,sedan,*,750,yes,36491
*,*,vagon,*,530,yes,36492
*,*,vagon,*,80,no,36493
*,*,crossover,*,GLK 220,yes,36494
*,*,other,*,520,yes,36495
*,*,crossover,*,ML 250,yes,36496
*,*,hatch,*,IQ,yes,36497
*,*,vagon,*,A4,no,36498
*,*,other,*,Celica,yes,36499
*,*,sedan,*,S 280,yes,36500
*,*,sedan,*,5 Series GT,yes,36501
*,*,other,*,5 Series GT,yes,36502
*,*,other,*,740,yes,36503
*,*,sedan,*,S4,yes,36504
*,*,sedan,*,CLK 430,no,36505
*,*,hatch,*,A1,yes,36506
*,*,sedan,*,300,yes,36507
*,*,other,*,Camry,yes,36508
*,*,crossover,*,A6,yes,36509
*,*,hatch,*,1 Series,yes,36510
*,*,vagon,*,Grandis,yes,36511
*,*,van,*,Caddy,no,36512
*,*,other,*,T4 (Transporter),yes,36513
*,*,other,*,Tundra,yes,36514
*,*,crossover,*,G 500,yes,36515
*,*,crossover,*,X3,no,36516
*,*,sedan,*,A3,yes,36517
*,*,hatch,*,Golf III,no,36518
*,*,sedan,*,Q3,yes,36519
*,*,van,*,T6 (Transporter) ,yes,36520
*,*,sedan,*,Multivan,yes,36521
*,*,vagon,*,X1,yes,36522
*,*,other,*,S 400,yes,36523
*,*,van,*,Grand Scenic,yes,36524
*,*,other,*,Rav 4,yes,36525
*,*,crossover,*,ASX,yes,36526
*,*,sedan,*,CLS 350,yes,36527
*,*,van,*,Sienna,yes,36528
*,*,other,*,T4 (Transporter) ,yes,36529
*,*,hatch,*,B 200,no,36530
*,*,sedan,*,Vento,yes,36531
*,*,vagon,*,520,no,36532
*,*,sedan,*,Kangoo,yes,36533
*,*,other,*,Touran,no,36534
*,*,other,*,323,yes,36535
*,*,other,*,ML 63 AMG,yes,36536
*,*,sedan,*,740,yes,36537
*,*,sedan,*,524,yes,36538
*,*,other,*,645,yes,36539
*,*,other,*,Jetta,yes,36540
*,*,other,*,Q7,yes,36541
*,*,vagon,*,Passat B2,yes,36542
*,*,hatch,*,Corolla,yes,36543
*,*,crossover,*,Amarok,yes,36544
*,*,van,*,T6 (Transporter),yes,36545
*,*,hatch,*,A 140,yes,36546
*,*,van,*,Megane,yes,36547
*,*,hatch,*,A3,yes,36548
*,*,van,*,T4 (Transporter) ,yes,36549
*,*,sedan,*,528,no,36550
*,*,sedan,*,Latitude,yes,36551
*,*,sedan,*,Passat B7,no,36552
*,*,hatch,*,A 140,no,36553
*,*,other,*,ASX,yes,36554
*,*,vagon,*,Space Star,yes,36555
*,*,sedan,*,Passat B8,yes,36556
*,*,sedan,*,230,yes,36557
*,*,hatch,*,Laguna,no,36558
*,*,hatch,*,A7,yes,36559
*,*,van,*,Previa,yes,36560
*,*,other,*,Pajero Wagon,yes,36561
*,*,hatch,*,Beetle,no,36562
*,*,hatch,*,Laguna,yes,36563
*,*,crossover,*,Pajero,no,36564
*,*,other,*,Sprinter 311,yes,36565
*,*,hatch,*,A 160,no,36566
*,*,vagon,*,E-Class,no,36567
*,*,other,*,Lancer,no,36568
*,*,sedan,*,Carisma,yes,36569
*,*,other,*,Eclipse,yes,36570
*,*,vagon,*,C-Class,yes,36571
*,*,other,*,L 200,no,36572
*,*,hatch,*,A5,yes,36573
*,*,hatch,*,B-Class Electric Drive,yes,36574
*,*,sedan,*,Carina,yes,36575
*,*,other,*,Passat B5,no,36576
*,*,other,*,Polo,yes,36577
*,*,sedan,*,330,yes,36578
*,*,crossover,*,Passat CC,yes,36579
*,*,sedan,*,Rav 4,yes,36580
*,*,other,*,Megane,yes,36581
*,*,sedan,*,S 55,no,36582
*,*,sedan,*,Golf VI,yes,36583
*,*,sedan,*,80,no,36584
*,*,van,*,T3 (Transporter),yes,36585
*,*,vagon,*,330,yes,36586
*,*,vagon,*,FJ Cruiser,yes,36587
*,*,other,*,325,yes,36588
*,*,vagon,*,Touran,yes,36589
*,*,sedan,*,Polo,no,36590
*,*,vagon,*,Vista,yes,36591
*,*,vagon,*,Passat B4,yes,36592
*,*,crossover,*,ML 270,no,36593
*,*,other,*,G 350,yes,36594
*,*,other,*,80,yes,36595
*,*,sedan,*,S 350,no,36596
*,*,sedan,*,S-Guard,yes,36597
*,*,hatch,*,X6,yes,36598
*,*,sedan,*,Caddy,yes,36599
*,*,other,*,Venza,yes,36600
*,*,sedan,*,25,yes,36601
*,*,vagon,*,Golf VII,yes,36602
*,*,sedan,*,21,yes,36603
*,*,crossover,*,Q3,yes,36604
*,*,sedan,*,316,no,36605
*,*,other,*,Viano,yes,36606
*,*,van,*,Sprinter 312,no,36607
*,*,sedan,*,S5,yes,36608
*,*,vagon,*,Galant,yes,36609
*,*,hatch,*,5,yes,36610
*,*,crossover,*,GL 550,yes,36611
*,*,van,*,Touran,no,36612
*,*,hatch,*,B 170,yes,36613
*,*,vagon,*,Rav 4,yes,36614
*,*,crossover,*,Kangoo,yes,36615
*,*,sedan,*,9,yes,36616
*,*,crossover,*,GL 420,yes,36617
*,*,van,*,Sprinter 310,yes,36618
*,*,other,*,Grand Scenic,yes,36619
*,*,van,*,Dokker,yes,36620
*,*,hatch,*,Carisma,yes,36621
*,*,van,*,Passat B6,yes,36622
*,*,sedan,*,323,yes,36623
*,*,hatch,*,Scenic,no,36624
*,*,van,*,Sprinter 319,yes,36625
*,*,other,*,Pajero,no,36626
*,*,hatch,*,A 180,yes,36627
*,*,sedan,*,GLE-Class,yes,36628
*,*,other,*,Eos,yes,36629
*,*,other,*,ML 320,yes,36630
*,*,other,*,GL 320,yes,36631
*,*,other,*,335,yes,36632
*,*,other,*,Lancer X,yes,36633
*,*,van,*,Kangoo,no,36634
*,*,sedan,*,Avalon,yes,36635
*,*,crossover,*,G 63 AMG,yes,36636
*,*,van,*,Sprinter 313,yes,36637
*,*,other,*,Tiguan,yes,36638
*,*,other,*,Galant,yes,36639
*,*,sedan,*,S8,yes,36640
*,*,hatch,*,Modus,yes,36641
*,*,van,*,Tacoma,yes,36642
*,*,crossover,*,R 320,yes,36643
*,*,other,*,525,yes,36644
*,*,other,*,S 600,yes,36645
*,*,sedan,*,CLS 350,no,36646
*,*,sedan,*,Alpina,yes,36647
*,*,vagon,*,Galant,no,36648
*,*,crossover,*,G 350,yes,36649
*,*,hatch,*,Aygo,yes,36650
*,*,hatch,*,Beetle,yes,36651
*,*,crossover,*,GL 500,yes,36652
*,*,crossover,*,S 63 AMG,yes,36653
*,*,hatch,*,New Beetle,yes,36654
*,*,vagon,*,Camry,yes,36655
*,*,other,*,100,yes,36656
*,*,sedan,*,S 140,yes,36657
*,*,vagon,*,520,yes,36658
*,*,sedan,*,Clio,yes,36659
*,*,sedan,*,316,yes,36660
*,*,van,*,Sprinter,no,36661
*,*,crossover,*,Tundra,yes,36662
*,*,van,*,Cross Touran,yes,36663
*,*,crossover,*,Matrix,yes,36664
*,*,sedan,*,210,no,36665
*,*,other,*,530,yes,36666
*,*,vagon,*,Caddy,yes,36667
*,*,sedan,*,Scenic,no,36668
*,*,sedan,*,V 250,yes,36669
*,*,other,*,ML 430,yes,36670
*,*,vagon,*,Passat B3,yes,36671
*,*,other,*,S 63 AMG,yes,36672
*,*,van,*,A6,no,36673
*,*,vagon,*,Colt,yes,36674
*,*,other,*,730,no,36675
*,*,vagon,*,Space Star,no,36676
*,*,other,*,Passat B5,yes,36677
*,*,sedan,*,S 65 AMG,yes,36678
*,*,other,*,S4,yes,36679
*,*,vagon,*,Golf IV,yes,36680
*,*,vagon,*,Sharan,yes,36681
*,*,sedan,*,Virage,yes,36682
*,*,vagon,*,330,no,36683
*,*,vagon,*,X3,yes,36684
*,*,crossover,*,Land Cruiser 105,yes,36685
*,*,sedan,*,Golf IV,yes,36686
*,*,other,*,Sprinter 208,yes,36687
*,*,sedan,*,CLS 400,yes,36688
*,*,vagon,*,250,yes,36689
*,*,sedan,*,S 430,yes,36690
*,*,sedan,*,C-Class,no,36691
*,*,other,*,CLK 230,yes,36692
*,*,hatch,*,Lancer,yes,36693
*,*,sedan,*,535,no,36694
*,*,hatch,*,116,yes,36695
*,*,van,*,Sprinter 316,yes,36696
*,*,other,*,Golf VII,yes,36697
*,*,other,*,X5,no,36698
*,*,sedan,*,220,no,36699
*,*,vagon,*,Outlander XL,yes,36700
*,*,van,*,Space Wagon,yes,36701
*,*,crossover,*,GLS 400,yes,36702
*,*,sedan,*,200,no,36703
*,*,sedan,*,Vento,no,36704
*,*,crossover,*,535,yes,36705
*,*,other,*,CL 550,yes,36706
*,*,other,*,Smart,yes,36707
*,*,van,*,Space Star,no,36708
*,*,other,*,328,yes,36709
*,*,sedan,*,SL 500 (550),yes,36710
*,*,crossover,*,Tacoma,yes,36711
*,*,other,*,CLK 200,yes,36712
*,*,hatch,*,B 200,yes,36713
*,*,van,*,Sprinter 210,yes,36714
*,*,sedan,*,S 300,yes,36715
*,*,other,*,MB,yes,36716
*,*,sedan,*,Auris,yes,36717
*,*,sedan,*,Sprinter 208,yes,36718
*,*,other,*,A4,yes,36719
*,*,sedan,*,CLS 500,yes,36720
*,*,other,*,CL 55 AMG,yes,36721
*,*,crossover,*,A6 Allroad,no,36722
*,*,other,*,Caravelle,yes,36723
*,*,other,*,525,no,36724
*,*,sedan,*,S 250,yes,36725
*,*,vagon,*,CLS 350,yes,36726
*,*,vagon,*,25,yes,36727
*,*,other,*,SLK 350,yes,36728
*,*,other,*,Sprinter 213,yes,36729
*,*,other,*,Megane,no,36730
*,*,sedan,*,A5,no,36731
*,*,hatch,*,Lupo,yes,36732
*,*,sedan,*,S 400,no,36733
*,*,crossover,*,ML 400,no,36734
*,*,sedan,*,Mark II,yes,36735
*,*,van,*,Caravelle,no,36736
*,*,crossover,*,X6,no,36737
*,*,other,*,Scenic,yes,36738
*,*,other,*,640,yes,36739
*,*,sedan,*,Lancer Evolution,yes,36740
*,*,sedan,*,CL 180,no,36741
*,*,sedan,*,CLS 63 AMG,yes,36742
*,*,crossover,*,Scenic,yes,36743
*,*,crossover,*,T6 (Transporter) ,yes,36744
*,*,van,*,Grandis,yes,36745
*,*,vagon,*,Corolla Verso,yes,36746
*,*,sedan,*,CLA-Class,yes,36747
*,*,van,*,Space Star,yes,36748
*,*,other,*,T6 (Transporter),yes,36749
*,*,hatch,*,4 Series Gran Coupe,yes,36750
*,*,other,*,Land Cruiser 200,yes,36751
*,*,hatch,*,120,yes,36752
*,*,other,*,428,yes,36753
*,*,crossover,*,GLK 300,yes,36754
*,*,van,*,Sharan,no,36755
*,*,hatch,*,100,yes,36756
*,*,hatch,*,Pointer,yes,36757
*,*,crossover,*,Captur,yes,36758
*,*,other,*,S 320,yes,36759
*,*,van,*,Sprinter 213,yes,36760
*,*,sedan,*,Touareg,yes,36761
*,*,sedan,*,M5,no,36762
*,*,crossover,*,ML 320,no,36763
*,*,vagon,*,Trafic,yes,36764
*,*,vagon,*,230,yes,36765
*,*,vagon,*,T6 (Transporter) ,yes,36766
*,*,sedan,*,760,yes,36767
*,*,hatch,*,B 180,yes,36768
*,*,crossover,*,Sandero StepWay,yes,36769
*,*,sedan,*,Passat B6,no,36770
*,*,vagon,*,B 180,yes,36771
*,*,other,*,S 350,yes,36772
*,*,sedan,*,CLA 220,yes,36773
*,*,vagon,*,Passat B8,yes,36774
*,*,other,*,A4,no,36775
*,*,other,*,Sprinter 312,yes,36776
*,*,other,*,230,yes,36777
*,*,crossover,*,Q7,no,36778
*,*,vagon,*,A 170,no,36779
*,*,van,*,L 400,yes,36780
*,*,sedan,*,545,yes,36781
*,*,sedan,*,728,yes,36782
*,*,other,*,Golf VI,yes,36783
*,*,van,*,LT,yes,36784
*,*,crossover,*,ML 550,yes,36785
*,*,other,*,CLC 180,yes,36786
*,*,sedan,*,Passat B4,no,36787
*,*,hatch,*,Caddy,yes,36788
*,*,vagon,*,Auris,yes,36789
*,*,sedan,*,Carisma,no,36790
*,*,crossover,*,ML 500,yes,36791
*,*,sedan,*,Vito,yes,36792
*,*,hatch,*,Scirocco,yes,36793
*,*,sedan,*,220,yes,36794
*,*,other,*,S 430,yes,36795
*,*,vagon,*,530,no,36796
*,*,hatch,*,535,yes,36797
*,*,sedan,*,520,no,36798
*,*,sedan,*,210,yes,36799
*,*,crossover,*,Rav 4,no,36800
*,*,crossover,*,ML 250,no,36801
*,*,crossover,*,L 200,yes,36802
*,*,other,*,CLK 320,no,36803
*,*,hatch,*,25,yes,36804
*,*,sedan,*,324,yes,36805
*,*,vagon,*,528,no,36806
*,*,vagon,*,528,yes,36807
*,*,sedan,*,S 420,yes,36808
*,*,other,*,528,yes,36809
*,*,other,*,T2 (Transporter),yes,36810
*,*,other,*,CLK 230,no,36811
*,*,other,*,S 140,yes,36812
*,*,vagon,*,M5,yes,36813
*,*,sedan,*,6 Series Gran Coupe,yes,36814
*,*,hatch,*,Golf VI,no,36815
*,*,other,*,SL 55 AMG,yes,36816
*,*,crossover,*,ML 400,yes,36817
*,*,other,*,650,yes,36818
*,*,crossover,*,Pajero Wagon,no,36819
*,*,van,*,Sprinter 324,yes,36820
*,*,vagon,*,Vito,yes,36821
*,*,vagon,*,Touran,no,36822
*,*,vagon,*,Pajero Wagon,yes,36823
*,*,van,*,Lite Ace,yes,36824
*,*,van,*,C-Class,no,36825
*,*,vagon,*,118,no,36826
*,*,vagon,*,Avensis,no,36827
*,*,crossover,*,4Runner,yes,36828
*,*,crossover,*,Sequoia,yes,36829
*,*,hatch,*,Scenic,yes,36830
*,*,sedan,*,Golf Plus,yes,36831
*,*,hatch,*,Vito,yes,36832
*,*,hatch,*,11,yes,36833
*,*,hatch,*,Carina,yes,36834
*,*,hatch,*,C-Class,yes,36835
*,*,other,*,Sprinter 315,yes,36836
*,*,vagon,*,Avensis,yes,36837
*,*,sedan,*,T5 (Transporter),yes,36838
*,*,sedan,*,Jetta,no,36839
*,*,other,*,330,yes,36840
*,*,van,*,Syncro,yes,36841
*,*,other,*,Golf Variant,yes,36842
*,*,other,*,T5 (Transporter),no,36843
*,*,other,*,Scion,yes,36844
*,*,vagon,*,320,yes,36845
*,*,other,*,G 500,yes,36846
1991,*,sedan,*,320,yes,36847
1999,*,van,*,Sprinter 212,yes,36848
2003,*,sedan,*,S 500,yes,36849
2007,*,crossover,*,Q7,yes,36850
2011,*,crossover,*,Rav 4,yes,36851
2016,*,crossover,*,GLS 63,yes,36852
1997,*,sedan,*,320,yes,36853
2006,*,vagon,*,A6,yes,36854
2012,*,vagon,*,Megane,yes,36855
1999,*,other,*,Golf IV,no,36856
2011,*,vagon,*,Megane,yes,36857
1994,*,sedan,*,19,yes,36858
2003,*,vagon,*,A6 Allroad,yes,36859
2008,*,sedan,*,Passat B6,yes,36860
2001,*,crossover,*,Land Cruiser 100,yes,36861
2012,*,hatch,*,Clio,yes,36862
2001,*,other,*,318,no,36863
2007,*,van,*,Vito,yes,36864
2013,*,crossover,*,Rav 4,yes,36865
1998,*,vagon,*,A6,no,36866
2016,*,other,*,Hilux,yes,36867
2006,*,hatch,*,Polo,yes,36868
1998,*,sedan,*,A6,yes,36869
2006,*,crossover,*,Outlander,yes,36870
2008,*,sedan,*,A8,yes,36871
2008,*,crossover,*,Touareg,yes,36872
1999,*,sedan,*,A6,yes,36873
2011,*,other,*,Vito,no,36874
2010,*,hatch,*,Colt,yes,36875
2016,*,crossover,*,GLS 500,yes,36876
1989,*,sedan,*,100,yes,36877
2007,*,other,*,Z4,yes,36878
2008,*,crossover,*,Pajero Wagon,yes,36879
2008,*,crossover,*,X5,yes,36880
2009,*,van,*,Caddy,yes,36881
2006,*,sedan,*,Camry,yes,36882
1996,*,sedan,*,528,yes,36883
2016,*,crossover,*,X5,yes,36884
2014,*,other,*,TT,yes,36885
2000,*,sedan,*,A4,no,36886
2004,*,van,*,Vito,yes,36887
2009,*,crossover,*,G 55 AMG,yes,36888
1998,*,sedan,*,528,yes,36889
2006,*,van,*,Vito,yes,36890
2008,*,sedan,*,Camry,yes,36891
2012,*,crossover,*,X6,yes,36892
1987,*,sedan,*,Galant,yes,36893
1990,*,sedan,*,525,yes,36894
2008,*,sedan,*,S 500,yes,36895
2007,*,sedan,*,E-Class,yes,36896
2014,*,van,*,Kangoo,yes,36897
2008,*,crossover,*,ML 350,yes,36898
2001,*,sedan,*,S 500,yes,36899
2008,*,van,*,Vito,yes,36900
2016,*,crossover,*,GLS 350,yes,36901
2005,*,sedan,*,Camry,yes,36902
2006,*,vagon,*,Passat B6,no,36903
2007,*,crossover,*,X5,yes,36904
2010,*,sedan,*,730,yes,36905
1995,*,other,*,318,yes,36906
2002,*,van,*,Trafic,yes,36907
2015,*,crossover,*,X5 M,yes,36908
1995,*,sedan,*,318,no,36909
2006,*,sedan,*,S 350,yes,36910
2008,*,van,*,Trafic,yes,36911
2005,*,van,*,Vito,yes,36912
2015,*,crossover,*,A6 Allroad,yes,36913
2007,*,sedan,*,Lancer,yes,36914
2003,*,sedan,*,A6,no,36915
1999,*,sedan,*,A6,no,36916
2000,*,sedan,*,E-Class,yes,36917
2008,*,vagon,*,Scenic,yes,36918
2011,*,sedan,*,E-Class,yes,36919
2006,*,sedan,*,330,no,36920
2006,*,sedan,*,E-Class,yes,36921
2001,*,sedan,*,Passat B5,no,36922
2012,*,van,*,Caddy,yes,36923
2004,*,hatch,*,A3,no,36924
2003,*,crossover,*,Land Cruiser Prado,yes,36925
2012,*,sedan,*,E-Class,yes,36926
2002,*,van,*,Caravelle,yes,36927
2014,*,hatch,*,Polo,yes,36928
1999,*,sedan,*,525,yes,36929
2009,*,van,*,Kangoo,yes,36930
2004,*,vagon,*,Megane,yes,36931
2006,*,sedan,*,A8,yes,36932
2009,*,sedan,*,Avensis,yes,36933
2007,*,crossover,*,GL 320,yes,36934
2016,*,crossover,*,GL 350,yes,36935
2008,*,crossover,*,GL 450,yes,36936
2000,*,vagon,*,A6,no,36937
2008,*,sedan,*,Lancer X,yes,36938
1992,*,sedan,*,200,yes,36939
2011,*,other,*,Kangoo,yes,36940
1988,*,sedan,*,520,yes,36941
2014,*,crossover,*,Tiguan,yes,36942
2003,*,van,*,Kangoo,yes,36943
2004,*,other,*,Caddy,yes,36944
2012,*,van,*,Kangoo,yes,36945
2011,*,crossover,*,Outlander XL,yes,36946
1999,*,sedan,*,320,no,36947
2015,*,sedan,*,A5,yes,36948
2002,*,crossover,*,Land Cruiser 100,yes,36949
2010,*,crossover,*,X6 M,yes,36950
1994,*,sedan,*,520,yes,36951
2014,*,other,*,Z4,yes,36952
2005,*,crossover,*,Land Cruiser Prado,yes,36953
2008,*,crossover,*,Outlander,yes,36954
2012,*,sedan,*,Lancer X,yes,36955
2007,*,sedan,*,Passat B6,yes,36956
2010,*,van,*,Scenic,yes,36957
1986,*,sedan,*,Galant,yes,36958
2014,*,sedan,*,520,yes,36959
1994,*,other,*,Golf III,no,36960
2002,*,crossover,*,X5,no,36961
2014,*,sedan,*,S 350,yes,36962
2005,*,hatch,*,A 150,yes,36963
2008,*,crossover,*,FJ Cruiser,yes,36964
2013,*,hatch,*,Golf GTI,yes,36965
2008,*,van,*,Kangoo,yes,36966
2010,*,crossover,*,Koleos,yes,36967
2001,*,van,*,T4 (Transporter),yes,36968
2016,*,crossover,*,Land Cruiser 200,yes,36969
2013,*,sedan,*,Passat B7,yes,36970
2011,*,other,*,Scirocco,yes,36971
2005,*,sedan,*,M5,yes,36972
2002,*,other,*,320,yes,36973
2013,*,crossover,*,Venza,yes,36974
2008,*,other,*,X5,yes,36975
2003,*,crossover,*,Rav 4,yes,36976
2006,*,sedan,*,A6,yes,36977
2010,*,sedan,*,E-Class,yes,36978
1980,*,sedan,*,80,yes,36979
2003,*,sedan,*,520,yes,36980
2011,*,other,*,A5,yes,36981
2008,*,crossover,*,Land Cruiser Prado,yes,36982
2016,*,van,*,V 250,yes,36983
2008,*,van,*,Caddy,yes,36984
2003,*,vagon,*,A6,yes,36985
2006,*,other,*,A6,yes,36986
2009,*,van,*,Trafic,yes,36987
2005,*,crossover,*,ML 270,yes,36988
2005,*,crossover,*,X5,yes,36989
2010,*,crossover,*,X5,yes,36990
2011,*,crossover,*,Tiguan,yes,36991
2011,*,sedan,*,C-Class,yes,36992
2008,*,sedan,*,E-Class,yes,36993
2014,*,sedan,*,730,yes,36994
2001,*,hatch,*,Lupo,no,36995
2002,*,sedan,*,5 Series,yes,36996
2013,*,sedan,*,CLA 200,yes,36997
2006,*,other,*,T5 (Transporter),yes,36998
2012,*,crossover,*,Highlander,yes,36999
2000,*,vagon,*,525,yes,37000
1999,*,van,*,Kangoo,yes,37001
2000,*,sedan,*,525,yes,37002
2005,*,sedan,*,Megane,yes,37003
1996,*,sedan,*,318,no,37004
2013,*,other,*,Trafic,yes,37005
2004,*,sedan,*,Megane,yes,37006
2015,*,other,*,S 500,yes,37007
2007,*,sedan,*,Corolla,yes,37008
2010,*,hatch,*,Polo,yes,37009
2003,*,crossover,*,Land Cruiser 100,yes,37010
2013,*,crossover,*,Q7,yes,37011
2008,*,van,*,T5 (Transporter),yes,37012
2007,*,sedan,*,Galant,yes,37013
2012,*,van,*,Trafic,yes,37014
1997,*,sedan,*,5 Series,no,37015
2004,*,sedan,*,A8,no,37016
2004,*,other,*,CLK 240,yes,37017
1998,*,hatch,*,Golf IV,no,37018
2012,*,sedan,*,Passat CC,yes,37019
2015,*,vagon,*,I3,yes,37020
2004,*,hatch,*,Colt,yes,37021
2012,*,sedan,*,Passat B7,yes,37022
2005,*,van,*,Multivan,yes,37023
2008,*,other,*,C-Class,yes,37024
2006,*,sedan,*,Passat B6,yes,37025
2016,*,sedan,*,Polo,yes,37026
2011,*,vagon,*,Passat B7,yes,37027
2003,*,van,*,Vaneo,yes,37028
2011,*,crossover,*,X1,yes,37029
2005,*,other,*,M5,yes,37030
2011,*,van,*,T5 (Transporter) ,yes,37031
2013,*,other,*,Scirocco,yes,37032
1999,*,vagon,*,Passat B5,no,37033
2007,*,crossover,*,Land Cruiser 100,yes,37034
1996,*,hatch,*,Colt,no,37035
2005,*,sedan,*,S 400,yes,37036
2004,*,crossover,*,X5,yes,37037
2007,*,sedan,*,S 550,yes,37038
2000,*,crossover,*,Golf IV,no,37039
2013,*,sedan,*,Passat CC,yes,37040
1991,*,sedan,*,520,yes,37041
1998,*,sedan,*,Passat B5,no,37042
2010,*,vagon,*,A4 Allroad,yes,37043
2012,*,sedan,*,528,yes,37044
1996,*,sedan,*,Passat B4,yes,37045
2000,*,vagon,*,A6,yes,37046
1989,*,other,*,Golf II,yes,37047
2011,*,crossover,*,Land Cruiser 200,yes,37048
2016,*,other,*,L 200,yes,37049
2016,*,sedan,*,Jetta,yes,37050
2011,*,sedan,*,Logan,yes,37051
2007,*,other,*,Multivan,yes,37052
1991,*,sedan,*,525,yes,37053
1997,*,sedan,*,E-Class,yes,37054
2008,*,crossover,*,Pajero Sport,yes,37055
2014,*,van,*,Trafic,yes,37056
2001,*,sedan,*,730,no,37057
2000,*,van,*,Sprinter 312,yes,37058
2009,*,hatch,*,Lancer X Sportback,yes,37059
2004,*,sedan,*,E-Class,yes,37060
2010,*,crossover,*,X6,yes,37061
2010,*,crossover,*,Land Cruiser Prado,yes,37062
2011,*,other,*,E-Class,yes,37063
2007,*,hatch,*,Golf Plus,yes,37064
